id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,www_2,tipoUniEco,latitud,longitud,fecha_alta,MAPS,IMAGEN 
9000299,09007722412000721000000000U1,PULQUES EL ZOTA,,722412,Bares,0 a 5 personas,CALLE,CERRO NACIONAL,AVENIDA,CANAL NACIONAL,CALLE,PROSPERO GARCIA,AVENIDA,CANAL NACIONAL,7,,,,0,,PUEBLO,SANTA MARIA TOMATLAN,,,,9870,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,1867,26,,,,http://,Fijo,19.32349738,-99.09992524,2019-11,"https://www.google.com/maps/@19.32349738,-99.09992524,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.32349738,-99.09992524!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.32349738%2C-99.09992524&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8779396,09009722412000071000000000U7,PULQUES FERNANDOS,,722412,Bares,0 a 5 personas,CALLE,FRANCISCO VILLA,CALLE,EMILIANO ZAPATA,CALLE,PROLONGACION FRANCISCO VILLA,CALLE,PROLONGACI”N FRANCISCO VILLA,2,,,,,,PUEBLO,BARRIO GUADALUPITA,,,,12900,9,CIUDAD DE M…XICO,9,MILPA ALTA,36,Santa Ana Tlacotenco,223,27,,,,http://,Fijo,19.17637785,-98.99493092,2019-11,"https://www.google.com/maps/@19.17637785,-98.99493092,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.17637785,-98.99493092!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.17637785%2C-98.99493092&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
825324,09007722412000221000000000U2,PULQUES FINOS LA GALLINA DE LOS HUEVOS DE ORO,,722412,Bares,0 a 5 personas,CALLE,BUENAVISTA,CALLE,LAS PALMAS,CALLE,PRIMAVERA,CALLE,PRIMAVERA,1,,,,0,,PUEBLO,SANTA MARIA AZTAHUACAN,,,,9500,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,1104,27,,,,http://,Fijo,19.35143883,-99.0242407,2010-07,"https://www.google.com/maps/@19.35143883,-99.0242407,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.35143883,-99.0242407!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.35143883%2C-99.0242407&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8670853,09007722412001101000000000U5,PULQUES KEVIN,,722412,Bares,0 a 5 personas,CALLE,PRIMAVERA,AVENIDA,CIRCUNVALACION,CALLE,CIPRES,CALLE,¡LAMOS,37,,,,,,PUEBLO,SANTA MARIA AZTAHUACAN,,,,9500,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,1706,14,5511511922,,PULQUESKEVIN.GOOGLEMAPS.COM,http://PULQUESKEVIN.GOOGLEMAPS.COM,Fijo,19.35093189,-99.02853606,2019-11,"https://www.google.com/maps/@19.35093189,-99.02853606,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.35093189,-99.02853606!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.35093189%2C-99.02853606&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8000596,09002722412000431000000000U8,PULQUES LA GUERA,,722412,Bares,0 a 5 personas,AVENIDA,AVENIDA DE LAS GRANJAS,AVENIDA,MIGUEL HIDALGO,EJE VIAL,5 NORTE (DEPORTIVO REYNOSA),CALLE,MATLACOATL,,SN,,,,,PUEBLO,SANTA BARBARA,,,,2230,9,CIUDAD DE M…XICO,2,AZCAPOTZALCO,1,Azcapotzalco,129,1,,,,http://,Fijo,19.49640316,-99.17372507,2019-11,"https://www.google.com/maps/@19.49640316,-99.17372507,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.49640316,-99.17372507!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.49640316%2C-99.17372507&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9038842,09007722412001171000000000U8,PULQUES LA LOTERIA,,722412,Bares,0 a 5 personas,CALLE,MIGUEL HIDALGO,CALLE,PRIMAVERA,PRIVADA,HIDALGO,CALLE,EJIDO,15,,,,0,,PUEBLO,SANTA MARIA AZTAHUACAN,,,,9500,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,1710,8,,,,http://,Fijo,19.35051894,-99.02380074,2019-11,"https://www.google.com/maps/@19.35051894,-99.02380074,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.35051894,-99.02380074!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.35051894%2C-99.02380074&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7299180,09010722412000581000000000U3,PULQUES RANCHO EL COLGADO,,722412,Bares,0 a 5 personas,CALLE,MARGARITAS,CALLE,JAZMIN,CALLE,NUBE,CALLE,NUBE,2,,,,,,COLONIA,LOMAS DE CHAMONTOYA,,,,1857,9,CIUDAD DE M…XICO,10,¡LVARO OBREG”N,1,¡lvaro ObregÛn,174A,39,,,,http://,Fijo,19.31522094,-99.26824723,2019-11,"https://www.google.com/maps/@19.31522094,-99.26824723,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.31522094,-99.26824723!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.31522094%2C-99.26824723&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
794841,09006465311001531010000000U0,PULQUES Y MICHELADAS,,722412,Bares,0 a 5 personas,CALLE,ANDADOR 6,CALLE,ANDADOR 11,CALLE,ANDADOR 13,CALLE,ANDADOR 7,20,MZ,,,6,LOTE,COLONIA,PICOS IZTACALCO SEC 2A,,,,8770,9,CIUDAD DE M…XICO,6,IZTACALCO,1,Iztacalco,626,17,,,,http://,Fijo,19.38759805,-99.10631437,2010-07,"https://www.google.com/maps/@19.38759805,-99.10631437,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.38759805,-99.10631437!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.38759805%2C-99.10631437&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
942508,09013468211001171010000000U0,PULQUEZ A TU LADO,,722412,Bares,0 a 5 personas,AVENIDA,CARRETERA A SANTA CECILIA,CALLE,CAMINO A SAN ANDRES,PRIVADA,CUARTA A SANTA CECILIA,CERRADA,TEXCALES,5,,,,5,,PUEBLO,SAN LORENZO ATEMUAYA,,,,16400,9,CIUDAD DE M…XICO,13,XOCHIMILCO,1,Xochimilco,758,15,,,,http://,Fijo,19.23964788,-99.10133605,2014-12,"https://www.google.com/maps/@19.23964788,-99.10133605,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.23964788,-99.10133605!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.23964788%2C-99.10133605&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7400958,09002722412000511000000000U7,PULUQERIA LA CONCENTIDA,,722412,Bares,0 a 5 personas,AVENIDA,FF. CC. NACIONALES,CALLE,SAN FRANCISCO,CERRADA,AZTECAS,EJE VIAL,3 NORTE (CALZADA SAN ISIDRO),522,,,,0,,COLONIA,SAN FRANCISCO TETECALA,,,,2730,9,CIUDAD DE M…XICO,2,AZCAPOTZALCO,1,Azcapotzalco,1023,22,,,,http://,Fijo,19.48058631,-99.19005563,2019-11,"https://www.google.com/maps/@19.48058631,-99.19005563,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.48058631,-99.19005563!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.48058631%2C-99.19005563&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
892027,09015315229003472011000000U2,PUNTO ZERO,,722412,Bares,0 a 5 personas,CALLE,MESONES,CALLE,ISABEL LA CATOLICA,CALLEJON,PRIMER DE MESONES,CALLE,REGINA,55,A,,,,,COLONIA,CENTRO (¡REA 9),,,,6090,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,894,5,,,,http://,Fijo,19.4285471,-99.13683071,2014-12,"https://www.google.com/maps/@19.4285471,-99.13683071,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.4285471,-99.13683071!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.4285471%2C-99.13683071&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8999660,09007722412000701000000000U3,QUE CHUPE LUPE,,722412,Bares,0 a 5 personas,CALZADA,ERMITA IZTAPALAPA,CALLE,CAMINO AL CERRO DE LA ESTRELLA,CALLE,SAN FELIPE,CALLE,CUITL¡HUAC,385,,,,,,COLONIA,EL SANTUARIO,,,,9820,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,3774,14,,,,http://,Fijo,19.35624779,-99.09078517,2019-11,"https://www.google.com/maps/@19.35624779,-99.09078517,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.35624779,-99.09078517!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.35624779%2C-99.09078517&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1029568,09015722412002611001000000U5,QUEENS,CONSORCIO QNS ENTRETENIMENT SA DE CV,722412,Bares,11 a 30 personas,AVENIDA,INSURGENTES SUR,CALLE,DURANGO,CALLE,COLIMA,CALLE,TONAL¡,208,,,,0,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1002,16,,,,http://,Fijo,19.4199073,-99.16396283,2010-07,"https://www.google.com/maps/@19.4199073,-99.16396283,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.4199073,-99.16396283!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.4199073%2C-99.16396283&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7983307,09016722411000114000000000U2,QUETZAL CLUB,BOKER Y LAILA SA DE CV,722411,Centros nocturnos,31 a 50 personas,AVENIDA,PASEO DE LAS PALMAS,CALLE,MONTE TABOR,CALLE,CERRO DE MAYKA,CALLE,MONTE BLANCO,810,,CENTRO Y PLAZA COMERCIAL,SOTANO 1,,,COLONIA,LOMAS DE CHAPULTEPEC,CENTRO Y PLAZA COMERCIAL,SIN NOMBRE,LOCAL 2 PB,11000,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,868,17,55406690,,,http://,Fijo,19.42833972,-99.21709588,2019-11,"https://www.google.com/maps/@19.42833972,-99.21709588,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42833972,-99.21709588!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42833972%2C-99.21709588&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7255286,09014722412000902000000000U3,R Y R LIVE,R Y R LIVE SA DE CV,722412,Bares,6 a 10 personas,CALLE,LUZ SAVI—ON,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),CALLE,ANAXAGORAS,CALLE,TORRES ADALID,1315,,,,,,COLONIA,NARVARTE PONIENTE,,,,3020,9,CIUDAD DE M…XICO,14,BENITO JU¡REZ,1,Benito Ju·rez,261,23,,,,http://,Fijo,19.39059334,-99.15656571,2019-11,"https://www.google.com/maps/@19.39059334,-99.15656571,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.39059334,-99.15656571!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.39059334%2C-99.15656571&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
687549,09016722411000053000020536S2,RAGGA,OPERADORA TRISORA SAPI DE CV,722411,Centros nocturnos,11 a 30 personas,AVENIDA,EJERCITO NACIONAL MEXICANO,AVENIDA,MOLIERE,CALLE,F.C. DE CUERNAVACA,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,843,,,,0,,COLONIA,GRANADA,,,,,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,444,13,,,,http://,Fijo,19.43860243,-99.20328406,2014-12,"https://www.google.com/maps/@19.43860243,-99.20328406,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43860243,-99.20328406!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43860243%2C-99.20328406&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
720919,09007722412000422001000000U6,RB LA CANTINA,RB LA CANTINA ,722412,Bares,0 a 5 personas,EJE VIAL,6 SUR (AVENIDA JALISCO),CALLE,JUAN ALDAMA,CALLE,GUADALUPE VICTORIA,AVENIDA,MICHOAC¡N,0,SN,,,0,,COLONIA,GUADALUPE DEL MORAL,,,,9300,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,568,11,5556007344,,,http://,Fijo,19.36700746,-99.07277543,2014-12,"https://www.google.com/maps/@19.36700746,-99.07277543,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.36700746,-99.07277543!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.36700746%2C-99.07277543&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
815759,09005722412000712000000000U4,REATURANTE BAR LAMBEAU DRINKS,,722412,Bares,6 a 10 personas,EJE VIAL,5 NORTE (AVENIDA 412),CALLE,1501,CALLE,1503,AVENIDA,412-A,218,,,,,,UNIDAD HABITACIONAL,SEPTIMA SECCION SAN JUAN DE ARAGON,,,,7910,9,CIUDAD DE M…XICO,5,GUSTAVO A. MADERO,1,Gustavo A. Madero,2004,18,5549681680,,,http://,Fijo,19.46622691,-99.07158863,2010-07,"https://www.google.com/maps/@19.46622691,-99.07158863,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.46622691,-99.07158863!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.46622691%2C-99.07158863&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7759633,09007722412001212000000000S0,REBEL WINGS,REBEL WINGS 2 SA DE CV,722412,Bares,6 a 10 personas,EJE VIAL,4 ORIENTE (RIO CHURUBUSCO),EJE VIAL,5 SUR (LEYES DE REFORMA),CALLE,NINGUNO,CALLE,NINGUNO,1635,,NULO (TIPO CONG),PISO 1,,,COLONIA,CENTRAL DE ABASTO,CENTRO Y PLAZA COMERCIAL,PLAZA CENTRAL,18 19,9040,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,2475,10,5571553118,,WWW.REBELWINGS.MX,http://WWW.REBELWINGS.MX,Fijo,19.37844526,-99.09580302,2019-11,"https://www.google.com/maps/@19.37844526,-99.09580302,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.37844526,-99.09580302!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.37844526%2C-99.09580302&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
673288,09005722412000722000000000U3,REICH BY WOLTERS,REICH BY WOLTERS SA DE CV,722412,Bares,6 a 10 personas,CALZADA,AZCAPOTZALCO LA VILLA,CALLE,OROYA,CALLE,NATAL,CALLE,RICARTE,666,,,,0,,COLONIA,LINDAVISTA,,,,7300,9,CIUDAD DE M…XICO,5,GUSTAVO A. MADERO,1,Gustavo A. Madero,1097,7,,REICHBYWOLTERS@GMAIL.COM,,http://,Fijo,19.49099377,-99.13728805,2014-12,"https://www.google.com/maps/@19.49099377,-99.13728805,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.49099377,-99.13728805!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.49099377%2C-99.13728805&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
694385,09017722219014122001000000U4,RESTAURAN BAR LA TAPATIA,,722412,Bares,0 a 5 personas,CALLE,LIRAS,CALLE,TANGER,CALLE,MANCHURIA,CIRCUITO,INTERIOR (AVENIDA RÕO CONSULADO),236,,,,,,COLONIA,AQUILES SERDAN,,,,15430,9,CIUDAD DE M…XICO,17,VENUSTIANO CARRANZA,1,Venustiano Carranza,102,2,5557604518,ELI.CAMA@HOTMAIL.COM,,http://,Fijo,19.44759843,-99.08927396,2014-12,"https://www.google.com/maps/@19.44759843,-99.08927396,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44759843,-99.08927396!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44759843%2C-99.08927396&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1050824,09010722412000331000000000U3,RESTAURANT BAR BAM BAM SNACKS,,722412,Bares,0 a 5 personas,AVENIDA,CAMINO A SANTA FE,CALLE,CUBANOS,CALLE,COLOMBIANOS,OTRO (ESPECIFIQUE),MANZANA O EDIFICACI”N CONTIGUA,445,,,,,,COLONIA,MARIA G. DE GARCIA RUIZ,,,,1160,9,CIUDAD DE M…XICO,10,¡LVARO OBREG”N,1,¡lvaro ObregÛn,173,16,,,,http://,Fijo,19.38919403,-99.21101789,2010-07,"https://www.google.com/maps/@19.38919403,-99.21101789,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.38919403,-99.21101789!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.38919403%2C-99.21101789&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1042174,09015722412001592000000000U8,RESTAURANT BAR BAMBOLEO,TO—OS FOOD SA DE CV,722412,Bares,6 a 10 personas,CALLE,GENERAL PRIM,CALLE,VERSALLES,CALLE,LISBOA,CALLE,LUCERNA,70,,,,0,,COLONIA,JUAREZ,,,,6600,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,856,1,,,,http://,Fijo,19.43054645,-99.15534492,2010-07,"https://www.google.com/maps/@19.43054645,-99.15534492,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43054645,-99.15534492!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43054645%2C-99.15534492&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1029697,09015722412002103000046791M3,RESTAURANT BAR EL DEPOSITO,OPERADORA CERVECERA METROPOLITANA SA DE CV,722412,Bares,11 a 30 personas,AVENIDA,ALVARO OBREGON,CALLE,MORELIA,CALLE,FRONTERA,CALLE,TABASCO,29,,,,,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1017,26,,,WWW.ELDEPOSITO.COM.MX,http://WWW.ELDEPOSITO.COM.MX,Fijo,19.41918292,-99.15575911,2010-07,"https://www.google.com/maps/@19.41918292,-99.15575911,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41918292,-99.15575911!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41918292%2C-99.15575911&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9117530,09015722412005021000000000U4,RESTAURANT BAR EL NUEVO CENTAURO,EL NUEVO CENTAURO ,722412,Bares,0 a 5 personas,CALLE,ISABEL LA CATOLICA,CALLE,CHIMALPOPOCA,AVENIDA,FRAY SERVANDO TERESA DE MIER,CALLE,CALLEJ”N SAN SALVADOR EL VERDE,160,F,,,0,,COLONIA,CENTRO (¡REA 2),,,,6000,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1055,13,,,,http://,Fijo,19.42323579,-99.13758861,2019-11,"https://www.google.com/maps/@19.42323579,-99.13758861,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42323579,-99.13758861!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42323579%2C-99.13758861&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8337595,09015722412003862000000000U3,RESTAURANT- BAR EL PECADO,,722412,Bares,6 a 10 personas,CALLE,REPUBLICA DE CUBA,CALLE,REPUBLICA DE CHILE,CALLE,ALLENDE,CALLE,DONCELES,45,B,,,,,COLONIA,CENTRO (AREA 1),,,,6010,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,752,10,,,,http://,Fijo,19.43730567,-99.13755418,2019-11,"https://www.google.com/maps/@19.43730567,-99.13755418,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43730567,-99.13755418!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43730567%2C-99.13755418&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
771322,09007722219005721011000000U5,RESTAURANT BAR FAMILIAR TORINO,,722412,Bares,0 a 5 personas,CALLE,MARCOS LOPEZ JIMENEZ,CALZADA,GENERAL IGNACIO ZARAGOZA,CALLE,FRANCISCO C. MORALES,CALLE,MANUEL P…REZ ROMERO,994,MZ 126,,,,,COLONIA,URBANA EJIDAL SANTA MARTHA ACATITLA NORTE,,,,9140,9,CIUDAD DE M…XICO,7,IZTAPALAPA,1,Iztapalapa,623,23,,,,http://,Fijo,19.37434728,-99.01645362,2010-07,"https://www.google.com/maps/@19.37434728,-99.01645362,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.37434728,-99.01645362!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.37434728%2C-99.01645362&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
780791,09005722412000352001000000U9,RESTAURANT BAR LA DIANA CAZADORA POLITECNICO,,722412,Bares,11 a 30 personas,AVENIDA,INSTITUTO POLITECNICO NACIONAL,CALLE,LICENCIADO JOSE URBANO FONSECA,CALLE,PONIENTE 118,CALLE,NORTE 16,5109,,,,,,COLONIA,CAPULTITLAN,,,,7370,9,CIUDAD DE M…XICO,5,GUSTAVO A. MADERO,1,Gustavo A. Madero,1400,7,5555372132,JRGARGUT@HOTMAIL.COM,,http://,Fijo,19.47973205,-99.13554943,2010-07,"https://www.google.com/maps/@19.47973205,-99.13554943,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.47973205,-99.13554943!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.47973205%2C-99.13554943&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1028087,09015722412002752001000000U7,RESTAURANT BAR LA TERRAZA DE GENOVA,,722412,Bares,11 a 30 personas,CALLE,GENOVA,CALLE,ESTRASBURGO,CALLE,HAMBURGO,CALLE,AMBERES,29,,,,,B,COLONIA,JUAREZ,,,,6600,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,945,15,5555335119,,,http://,Fijo,19.42698581,-99.16448007,2010-07,"https://www.google.com/maps/@19.42698581,-99.16448007,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42698581,-99.16448007!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42698581%2C-99.16448007&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
890675,09015722412002422001000000U7,RESTAURANT BAR LOS BALCONES,RESTAURANT BAR LOS BALCONES ,722412,Bares,0 a 5 personas,CALLE,AYUNTAMIENTO,CALLE,LUIS MOYA,CALLE,JOSE MARIA MARROQUI,CALLE,VICTORIA,45,D,,,,,COLONIA,CENTR0,,,,5060,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,748,20,5555104187,,,http://,Fijo,19.43079744,-99.14451888,2014-12,"https://www.google.com/maps/@19.43079744,-99.14451888,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43079744,-99.14451888!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43079744%2C-99.14451888&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8337855,09015722412003912000000000U6,RESTAURANT BAR MR DUCK,,722412,Bares,6 a 10 personas,CALLE,FRANCISCO I. MADERO,CALLE,FILOMENO MATA,CALLE,BOLIVAR,CALLE,5 DE MAYO,20,,EDIFICIO SIN NOMBRE,PISO 3,201,,COLONIA,CENTR0,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA MADERO,201,6000,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,767,1,,,,http://,Fijo,19.43389743,-99.13911935,2019-11,"https://www.google.com/maps/@19.43389743,-99.13911935,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43389743,-99.13911935!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43389743%2C-99.13911935&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8848706,09009722412000032000000000U9,RESTAURANT BAR SONORA 51,,722412,Bares,6 a 10 personas,CALLE,SONORA SUR,CALLE,MIGUEL HIDALGO,CALLE,AVENIDA CONSTITUCION,CALLE,AVENIDA M…XICO SUR,51,,,,,,BARRIO,LOS ANGELES,,,,12000,9,CIUDAD DE M…XICO,9,MILPA ALTA,1,Villa Milpa Alta,26,11,5511562026,,,http://,Fijo,19.19017705,-99.02315015,2019-11,"https://www.google.com/maps/@19.19017705,-99.02315015,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.19017705,-99.02315015!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.19017705%2C-99.02315015&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
988568,09015722411000162001000000U3,RESTAURANT BAR THE SUITE,,722412,Bares,0 a 5 personas,CALLE,LUIS MOYA,CALLE,AYUNTAMIENTO,CALLE,VICTORIA,CALLE,REVILLAGIGEDO,57,B,,,,,COLONIA,CENTRO (¡REA 7),,,,6070,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,748,22,,,,http://,Fijo,19.431578,-99.14541335,2010-07,"https://www.google.com/maps/@19.431578,-99.14541335,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.431578,-99.14541335!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.431578%2C-99.14541335&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
6956398,09005722412000821000000000U3,RESTAURANT COCOS,,722412,Bares,0 a 5 personas,AVENIDA,504,CALLE,AVENIDA 547,CALLE,AVENIDA 545,CALLE,NINGUNO,32,,,,0,,COLONIA,UNIDAD SAN JUAN DE ARAGON SEGUNDA SECCION,,,,7969,9,CIUDAD DE M…XICO,5,GUSTAVO A. MADERO,1,Gustavo A. Madero,2324,4,,,,http://,Fijo,19.45129007,-99.08814559,2019-11,"https://www.google.com/maps/@19.45129007,-99.08814559,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.45129007,-99.08814559!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.45129007%2C-99.08814559&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
